freq_rock,freq_paper,freq_scissors,stay_after_win_rate,shift_after_loss_rate,repeat_rate,archetype
0.2833333333333333,0.38333333333333336,0.3333333333333333,0.25,0.4666666666666667,0.3389830508474576,random
0.36666666666666664,0.18333333333333332,0.45,0.4117647058823529,0.84,0.3220338983050847,random
0.3333333333333333,0.4,0.26666666666666666,0.3181818181818182,0.7333333333333333,0.3559322033898305,random
0.2833333333333333,0.35,0.36666666666666664,0.23529411764705882,0.6086956521739131,0.3050847457627119,random
0.31666666666666665,0.36666666666666664,0.31666666666666665,0.5,0.5,0.4576271186440678,random
0.38333333333333336,0.35,0.26666666666666666,0.3,0.7777777777777778,0.3728813559322034,random
0.31666666666666665,0.35,0.3333333333333333,0.4074074074074074,0.6666666666666666,0.3559322033898305,random
0.43333333333333335,0.2833333333333333,0.2833333333333333,0.5,0.5555555555555556,0.4067796610169492,random
0.26666666666666666,0.3333333333333333,0.4,0.30434782608695654,0.7142857142857143,0.288135593220339,random
0.38333333333333336,0.38333333333333336,0.23333333333333334,0.23809523809523808,0.5789473684210527,0.3898305084745763,random
0.21666666666666667,0.3333333333333333,0.45,0.25,0.631578947368421,0.288135593220339,random
0.4666666666666667,0.21666666666666667,0.31666666666666665,0.46153846153846156,0.7307692307692307,0.3050847457627119,random
0.36666666666666664,0.26666666666666666,0.36666666666666664,0.07692307692307693,0.9090909090909091,0.2711864406779661,random
0.3,0.26666666666666666,0.43333333333333335,0.13333333333333333,0.6666666666666666,0.3050847457627119,random
0.21666666666666667,0.36666666666666664,0.4166666666666667,0.2727272727272727,0.5454545454545454,0.3728813559322034,random
0.4666666666666667,0.23333333333333334,0.3,0.16666666666666666,0.6428571428571429,0.2711864406779661,random
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6538461538461539,0.3559322033898305,random
0.35,0.2833333333333333,0.36666666666666664,0.4444444444444444,0.36363636363636365,0.5423728813559322,random
0.3333333333333333,0.26666666666666666,0.4,0.47619047619047616,0.6666666666666666,0.3220338983050847,random
0.4166666666666667,0.2833333333333333,0.3,0.11764705882352941,0.75,0.2033898305084746,random
0.35,0.3333333333333333,0.31666666666666665,0.2631578947368421,0.75,0.288135593220339,random
0.26666666666666666,0.4,0.3333333333333333,0.37037037037037035,0.75,0.3389830508474576,random
0.25,0.36666666666666664,0.38333333333333336,0.2222222222222222,0.5882352941176471,0.3050847457627119,random
0.3333333333333333,0.4166666666666667,0.25,0.3684210526315789,0.6190476190476191,0.3898305084745763,random
0.26666666666666666,0.31666666666666665,0.4166666666666667,0.3333333333333333,0.6818181818181818,0.3389830508474576,random
0.2833333333333333,0.38333333333333336,0.3333333333333333,0.3333333333333333,0.6363636363636364,0.3050847457627119,random
0.3333333333333333,0.2833333333333333,0.38333333333333336,0.4,0.7619047619047619,0.23728813559322035,random
0.4,0.3,0.3,0.2857142857142857,0.76,0.2542372881355932,random
0.25,0.26666666666666666,0.48333333333333334,0.25,0.5909090909090909,0.3559322033898305,random
0.36666666666666664,0.26666666666666666,0.36666666666666664,0.47058823529411764,0.5789473684210527,0.3050847457627119,random
0.43333333333333335,0.2,0.36666666666666664,0.42105263157894735,0.7619047619047619,0.3559322033898305,rock_biased
0.55,0.23333333333333334,0.21666666666666667,0.375,0.5357142857142857,0.3728813559322034,rock_biased
0.5333333333333333,0.2,0.26666666666666666,0.5625,0.5714285714285714,0.4576271186440678,rock_biased
0.6166666666666667,0.18333333333333332,0.2,0.46153846153846156,0.5,0.4067796610169492,rock_biased
0.5166666666666667,0.3,0.18333333333333332,0.6470588235294118,0.5294117647058824,0.5084745762711864,rock_biased
0.5333333333333333,0.21666666666666667,0.25,0.2631578947368421,0.52,0.3898305084745763,rock_biased
0.5833333333333334,0.2833333333333333,0.13333333333333333,0.35714285714285715,0.44,0.4406779661016949,rock_biased
0.4666666666666667,0.3,0.23333333333333334,0.391304347826087,0.5454545454545454,0.3728813559322034,rock_biased
0.5833333333333334,0.23333333333333334,0.18333333333333332,0.38095238095238093,0.6,0.3728813559322034,rock_biased
0.4166666666666667,0.35,0.23333333333333334,0.23529411764705882,0.5217391304347826,0.423728813559322,rock_biased
0.4666666666666667,0.25,0.2833333333333333,0.19047619047619047,0.6071428571428571,0.3050847457627119,rock_biased
0.48333333333333334,0.2,0.31666666666666665,0.4444444444444444,0.5238095238095238,0.3898305084745763,rock_biased
0.4166666666666667,0.3333333333333333,0.25,0.3157894736842105,0.7777777777777778,0.2711864406779661,rock_biased
0.45,0.31666666666666665,0.23333333333333334,0.16666666666666666,0.5454545454545454,0.3050847457627119,rock_biased
0.48333333333333334,0.25,0.26666666666666666,0.35,0.64,0.3898305084745763,rock_biased
0.48333333333333334,0.21666666666666667,0.3,0.375,0.6875,0.3220338983050847,rock_biased
0.48333333333333334,0.31666666666666665,0.2,0.35714285714285715,0.52,0.4067796610169492,rock_biased
0.48333333333333334,0.3,0.21666666666666667,0.4375,0.45454545454545453,0.4067796610169492,rock_biased
0.5333333333333333,0.23333333333333334,0.23333333333333334,0.38095238095238093,0.7272727272727273,0.288135593220339,rock_biased
0.4666666666666667,0.21666666666666667,0.31666666666666665,0.4166666666666667,0.6842105263157895,0.3728813559322034,rock_biased
0.55,0.2,0.25,0.625,0.6,0.4406779661016949,rock_biased
0.4666666666666667,0.2833333333333333,0.25,0.3157894736842105,0.5,0.3389830508474576,rock_biased
0.45,0.35,0.2,0.14285714285714285,0.5454545454545454,0.3389830508474576,rock_biased
0.4,0.35,0.25,0.42857142857142855,0.631578947368421,0.3220338983050847,rock_biased
0.48333333333333334,0.2833333333333333,0.23333333333333334,0.38095238095238093,0.6086956521739131,0.4406779661016949,rock_biased
0.6,0.16666666666666666,0.23333333333333334,0.45454545454545453,0.41379310344827586,0.4915254237288136,rock_biased
0.5333333333333333,0.2,0.26666666666666666,0.23809523809523808,0.6190476190476191,0.3898305084745763,rock_biased
0.55,0.23333333333333334,0.21666666666666667,0.35714285714285715,0.5555555555555556,0.4067796610169492,rock_biased
0.45,0.3333333333333333,0.21666666666666667,0.3888888888888889,0.6666666666666666,0.3220338983050847,rock_biased
0.4666666666666667,0.2,0.3333333333333333,0.1875,0.5384615384615384,0.3220338983050847,rock_biased
0.4,0.3,0.3,0.6818181818181818,0.7894736842105263,0.4067796610169492,win_stay_lose_shift
0.26666666666666666,0.36666666666666664,0.36666666666666664,0.8636363636363636,0.75,0.4745762711864407,win_stay_lose_shift
0.31666666666666665,0.3333333333333333,0.35,0.8,0.7222222222222222,0.423728813559322,win_stay_lose_shift
0.31666666666666665,0.3333333333333333,0.35,0.9545454545454546,0.6956521739130435,0.576271186440678,win_stay_lose_shift
0.4166666666666667,0.26666666666666666,0.31666666666666665,0.9,0.7647058823529411,0.4915254237288136,win_stay_lose_shift
0.38333333333333336,0.31666666666666665,0.3,0.8571428571428571,0.7142857142857143,0.5254237288135594,win_stay_lose_shift
0.2,0.3,0.5,0.6666666666666666,0.45454545454545453,0.5423728813559322,win_stay_lose_shift
0.45,0.21666666666666667,0.3333333333333333,0.7,0.7142857142857143,0.3898305084745763,win_stay_lose_shift
0.4,0.36666666666666664,0.23333333333333334,0.7083333333333334,0.6190476190476191,0.4745762711864407,win_stay_lose_shift
0.38333333333333336,0.26666666666666666,0.35,1.0,0.5384615384615384,0.5254237288135594,win_stay_lose_shift
0.35,0.38333333333333336,0.26666666666666666,0.7333333333333333,0.631578947368421,0.3898305084745763,win_stay_lose_shift
0.31666666666666665,0.38333333333333336,0.3,0.9047619047619048,0.8333333333333334,0.5254237288135594,win_stay_lose_shift
0.4,0.38333333333333336,0.21666666666666667,0.6875,0.75,0.4406779661016949,win_stay_lose_shift
